,variables
2262,card_Merch_all_info_variability_min_7
2263,card_Merch_all_info_variability_max_7
2264,card_Merch_all_info_variability_cum_7
2265,card_Merch_all_info_variability_std_7
2266,card_Merch_all_info_count_14
2267,card_Merch_all_info_avg_14
2268,card_Merch_all_info_max_14
2269,card_Merch_all_info_total_14
2270,card_Merch_all_info_std_14
2271,card_Merch_all_info_actual/avg_14
2272,card_Merch_all_info_actual/max_14
2273,card_Merch_all_info_actual/total_14
2274,card_Merch_all_info_variability_avg_14
2275,card_Merch_all_info_variability_min_14
2276,card_Merch_all_info_variability_max_14
2277,card_Merch_all_info_variability_cum_14
2278,card_Merch_all_info_variability_std_14
2279,card_Merch_all_info_count_30
2280,card_Merch_all_info_avg_30
2281,card_Merch_all_info_max_30
2282,card_Merch_all_info_total_30
2283,card_Merch_all_info_std_30
2284,card_Merch_all_info_actual/avg_30
2285,card_Merch_all_info_actual/max_30
2286,card_Merch_all_info_actual/total_30
2287,card_Merch_all_info_variability_avg_30
2288,card_Merch_all_info_variability_min_30
2289,card_Merch_all_info_variability_max_30
2290,card_Merch_all_info_variability_cum_30
2291,card_Merch_all_info_variability_std_30
2292,Cardnum_count_0_by_3
2293,Cardnum_total_0_by_3
2294,Cardnum_vdratio_0_by_3
2295,Cardnum_count_0_by_7
2296,Cardnum_total_0_by_7
2297,Cardnum_vdratio_0_by_7
2298,Cardnum_count_0_by_14
2299,Cardnum_total_0_by_14
2300,Cardnum_vdratio_0_by_14
2301,Cardnum_count_0_by_30
2302,Cardnum_total_0_by_30
2303,Cardnum_vdratio_0_by_30
2304,Cardnum_count_1_by_3
2305,Cardnum_total_1_by_3
2306,Cardnum_vdratio_1_by_3
2307,Cardnum_count_1_by_7
2308,Cardnum_total_1_by_7
2309,Cardnum_vdratio_1_by_7
2310,Cardnum_count_1_by_14
2311,Cardnum_total_1_by_14
2312,Cardnum_vdratio_1_by_14
2313,Cardnum_count_1_by_30
2314,Cardnum_total_1_by_30
2315,Cardnum_vdratio_1_by_30
2316,Merchnum_count_0_by_3
2317,Merchnum_total_0_by_3
2318,Merchnum_vdratio_0_by_3
2319,Merchnum_count_0_by_7
2320,Merchnum_total_0_by_7
2321,Merchnum_vdratio_0_by_7
2322,Merchnum_count_0_by_14
2323,Merchnum_total_0_by_14
2324,Merchnum_vdratio_0_by_14
2325,Merchnum_count_0_by_30
2326,Merchnum_total_0_by_30
2327,Merchnum_vdratio_0_by_30
2328,Merchnum_count_1_by_3
2329,Merchnum_total_1_by_3
2330,Merchnum_vdratio_1_by_3
2331,Merchnum_count_1_by_7
2332,Merchnum_total_1_by_7
2333,Merchnum_vdratio_1_by_7
2334,Merchnum_count_1_by_14
2335,Merchnum_total_1_by_14
2336,Merchnum_vdratio_1_by_14
2337,Merchnum_count_1_by_30
2338,Merchnum_total_1_by_30
2339,Merchnum_vdratio_1_by_30
2340,Merch_description_count_0_by_3
2341,Merch_description_total_0_by_3
2342,Merch_description_vdratio_0_by_3
2343,Merch_description_count_0_by_7
2344,Merch_description_total_0_by_7
2345,Merch_description_vdratio_0_by_7
2346,Merch_description_count_0_by_14
2347,Merch_description_total_0_by_14
2348,Merch_description_vdratio_0_by_14
2349,Merch_description_count_0_by_30
2350,Merch_description_total_0_by_30
2351,Merch_description_vdratio_0_by_30
2352,Merch_description_count_1_by_3
2353,Merch_description_total_1_by_3
2354,Merch_description_vdratio_1_by_3
2355,Merch_description_count_1_by_7
2356,Merch_description_total_1_by_7
2357,Merch_description_vdratio_1_by_7
2358,Merch_description_count_1_by_14
2359,Merch_description_total_1_by_14
2360,Merch_description_vdratio_1_by_14
2361,Merch_description_count_1_by_30
2362,Merch_description_total_1_by_30
2363,Merch_description_vdratio_1_by_30
2364,Merch_num_des_count_0_by_3
2365,Merch_num_des_total_0_by_3
2366,Merch_num_des_vdratio_0_by_3
2367,Merch_num_des_count_0_by_7
2368,Merch_num_des_total_0_by_7
2369,Merch_num_des_vdratio_0_by_7
2370,Merch_num_des_count_0_by_14
2371,Merch_num_des_total_0_by_14
2372,Merch_num_des_vdratio_0_by_14
2373,Merch_num_des_count_0_by_30
2374,Merch_num_des_total_0_by_30
2375,Merch_num_des_vdratio_0_by_30
2376,Merch_num_des_count_1_by_3
2377,Merch_num_des_total_1_by_3
2378,Merch_num_des_vdratio_1_by_3
2379,Merch_num_des_count_1_by_7
2380,Merch_num_des_total_1_by_7
2381,Merch_num_des_vdratio_1_by_7
2382,Merch_num_des_count_1_by_14
2383,Merch_num_des_total_1_by_14
2384,Merch_num_des_vdratio_1_by_14
2385,Merch_num_des_count_1_by_30
2386,Merch_num_des_total_1_by_30
2387,Merch_num_des_vdratio_1_by_30
2388,Merch_num_state_count_0_by_3
2389,Merch_num_state_total_0_by_3
2390,Merch_num_state_vdratio_0_by_3
2391,Merch_num_state_count_0_by_7
2392,Merch_num_state_total_0_by_7
2393,Merch_num_state_vdratio_0_by_7
2394,Merch_num_state_count_0_by_14
2395,Merch_num_state_total_0_by_14
2396,Merch_num_state_vdratio_0_by_14
2397,Merch_num_state_count_0_by_30
2398,Merch_num_state_total_0_by_30
2399,Merch_num_state_vdratio_0_by_30
2400,Merch_num_state_count_1_by_3
2401,Merch_num_state_total_1_by_3
2402,Merch_num_state_vdratio_1_by_3
2403,Merch_num_state_count_1_by_7
2404,Merch_num_state_total_1_by_7
2405,Merch_num_state_vdratio_1_by_7
2406,Merch_num_state_count_1_by_14
2407,Merch_num_state_total_1_by_14
2408,Merch_num_state_vdratio_1_by_14
2409,Merch_num_state_count_1_by_30
2410,Merch_num_state_total_1_by_30
2411,Merch_num_state_vdratio_1_by_30
2412,Merch_num_zip_count_0_by_3
2413,Merch_num_zip_total_0_by_3
2414,Merch_num_zip_vdratio_0_by_3
2415,Merch_num_zip_count_0_by_7
2416,Merch_num_zip_total_0_by_7
2417,Merch_num_zip_vdratio_0_by_7
2418,Merch_num_zip_count_0_by_14
2419,Merch_num_zip_total_0_by_14
2420,Merch_num_zip_vdratio_0_by_14
2421,Merch_num_zip_count_0_by_30
2422,Merch_num_zip_total_0_by_30
2423,Merch_num_zip_vdratio_0_by_30
2424,Merch_num_zip_count_1_by_3
2425,Merch_num_zip_total_1_by_3
2426,Merch_num_zip_vdratio_1_by_3
2427,Merch_num_zip_count_1_by_7
2428,Merch_num_zip_total_1_by_7
2429,Merch_num_zip_vdratio_1_by_7
2430,Merch_num_zip_count_1_by_14
2431,Merch_num_zip_total_1_by_14
2432,Merch_num_zip_vdratio_1_by_14
2433,Merch_num_zip_count_1_by_30
2434,Merch_num_zip_total_1_by_30
2435,Merch_num_zip_vdratio_1_by_30
2436,Merch_des_state_count_0_by_3
2437,Merch_des_state_total_0_by_3
2438,Merch_des_state_vdratio_0_by_3
2439,Merch_des_state_count_0_by_7
2440,Merch_des_state_total_0_by_7
2441,Merch_des_state_vdratio_0_by_7
2442,Merch_des_state_count_0_by_14
2443,Merch_des_state_total_0_by_14
2444,Merch_des_state_vdratio_0_by_14
2445,Merch_des_state_count_0_by_30
2446,Merch_des_state_total_0_by_30
2447,Merch_des_state_vdratio_0_by_30
2448,Merch_des_state_count_1_by_3
2449,Merch_des_state_total_1_by_3
2450,Merch_des_state_vdratio_1_by_3
2451,Merch_des_state_count_1_by_7
2452,Merch_des_state_total_1_by_7
2453,Merch_des_state_vdratio_1_by_7
2454,Merch_des_state_count_1_by_14
2455,Merch_des_state_total_1_by_14
2456,Merch_des_state_vdratio_1_by_14
2457,Merch_des_state_count_1_by_30
2458,Merch_des_state_total_1_by_30
2459,Merch_des_state_vdratio_1_by_30
2460,Merch_des_zip_count_0_by_3
2461,Merch_des_zip_total_0_by_3
2462,Merch_des_zip_vdratio_0_by_3
2463,Merch_des_zip_count_0_by_7
2464,Merch_des_zip_total_0_by_7
2465,Merch_des_zip_vdratio_0_by_7
2466,Merch_des_zip_count_0_by_14
2467,Merch_des_zip_total_0_by_14
2468,Merch_des_zip_vdratio_0_by_14
2469,Merch_des_zip_count_0_by_30
2470,Merch_des_zip_total_0_by_30
2471,Merch_des_zip_vdratio_0_by_30
2472,Merch_des_zip_count_1_by_3
2473,Merch_des_zip_total_1_by_3
2474,Merch_des_zip_vdratio_1_by_3
2475,Merch_des_zip_count_1_by_7
2476,Merch_des_zip_total_1_by_7
2477,Merch_des_zip_vdratio_1_by_7
2478,Merch_des_zip_count_1_by_14
2479,Merch_des_zip_total_1_by_14
2480,Merch_des_zip_vdratio_1_by_14
2481,Merch_des_zip_count_1_by_30
2482,Merch_des_zip_total_1_by_30
2483,Merch_des_zip_vdratio_1_by_30
2484,Merch_state_zip_count_0_by_3
2485,Merch_state_zip_total_0_by_3
2486,Merch_state_zip_vdratio_0_by_3
2487,Merch_state_zip_count_0_by_7
2488,Merch_state_zip_total_0_by_7
2489,Merch_state_zip_vdratio_0_by_7
2490,Merch_state_zip_count_0_by_14
2491,Merch_state_zip_total_0_by_14
2492,Merch_state_zip_vdratio_0_by_14
2493,Merch_state_zip_count_0_by_30
2494,Merch_state_zip_total_0_by_30
2495,Merch_state_zip_vdratio_0_by_30
2496,Merch_state_zip_count_1_by_3
2497,Merch_state_zip_total_1_by_3
2498,Merch_state_zip_vdratio_1_by_3
2499,Merch_state_zip_count_1_by_7
2500,Merch_state_zip_total_1_by_7
2501,Merch_state_zip_vdratio_1_by_7
2502,Merch_state_zip_count_1_by_14
2503,Merch_state_zip_total_1_by_14
2504,Merch_state_zip_vdratio_1_by_14
2505,Merch_state_zip_count_1_by_30
2506,Merch_state_zip_total_1_by_30
2507,Merch_state_zip_vdratio_1_by_30
2508,Merch_num_des_state_count_0_by_3
2509,Merch_num_des_state_total_0_by_3
2510,Merch_num_des_state_vdratio_0_by_3
2511,Merch_num_des_state_count_0_by_7
2512,Merch_num_des_state_total_0_by_7
2513,Merch_num_des_state_vdratio_0_by_7
2514,Merch_num_des_state_count_0_by_14
2515,Merch_num_des_state_total_0_by_14
2516,Merch_num_des_state_vdratio_0_by_14
2517,Merch_num_des_state_count_0_by_30
2518,Merch_num_des_state_total_0_by_30
2519,Merch_num_des_state_vdratio_0_by_30
2520,Merch_num_des_state_count_1_by_3
2521,Merch_num_des_state_total_1_by_3
2522,Merch_num_des_state_vdratio_1_by_3
2523,Merch_num_des_state_count_1_by_7
2524,Merch_num_des_state_total_1_by_7
2525,Merch_num_des_state_vdratio_1_by_7
2526,Merch_num_des_state_count_1_by_14
2527,Merch_num_des_state_total_1_by_14
2528,Merch_num_des_state_vdratio_1_by_14
2529,Merch_num_des_state_count_1_by_30
2530,Merch_num_des_state_total_1_by_30
2531,Merch_num_des_state_vdratio_1_by_30
2532,Merch_num_des_zip_count_0_by_3
2533,Merch_num_des_zip_total_0_by_3
2534,Merch_num_des_zip_vdratio_0_by_3
2535,Merch_num_des_zip_count_0_by_7
2536,Merch_num_des_zip_total_0_by_7
2537,Merch_num_des_zip_vdratio_0_by_7
2538,Merch_num_des_zip_count_0_by_14
2539,Merch_num_des_zip_total_0_by_14
2540,Merch_num_des_zip_vdratio_0_by_14
2541,Merch_num_des_zip_count_0_by_30
2542,Merch_num_des_zip_total_0_by_30
2543,Merch_num_des_zip_vdratio_0_by_30
2544,Merch_num_des_zip_count_1_by_3
2545,Merch_num_des_zip_total_1_by_3
2546,Merch_num_des_zip_vdratio_1_by_3
2547,Merch_num_des_zip_count_1_by_7
2548,Merch_num_des_zip_total_1_by_7
2549,Merch_num_des_zip_vdratio_1_by_7
2550,Merch_num_des_zip_count_1_by_14
2551,Merch_num_des_zip_total_1_by_14
2552,Merch_num_des_zip_vdratio_1_by_14
2553,Merch_num_des_zip_count_1_by_30
2554,Merch_num_des_zip_total_1_by_30
2555,Merch_num_des_zip_vdratio_1_by_30
2556,Merch_num_state_zip_count_0_by_3
2557,Merch_num_state_zip_total_0_by_3
2558,Merch_num_state_zip_vdratio_0_by_3
2559,Merch_num_state_zip_count_0_by_7
2560,Merch_num_state_zip_total_0_by_7
2561,Merch_num_state_zip_vdratio_0_by_7
2562,Merch_num_state_zip_count_0_by_14
2563,Merch_num_state_zip_total_0_by_14
2564,Merch_num_state_zip_vdratio_0_by_14
2565,Merch_num_state_zip_count_0_by_30
2566,Merch_num_state_zip_total_0_by_30
2567,Merch_num_state_zip_vdratio_0_by_30
2568,Merch_num_state_zip_count_1_by_3
2569,Merch_num_state_zip_total_1_by_3
2570,Merch_num_state_zip_vdratio_1_by_3
2571,Merch_num_state_zip_count_1_by_7
2572,Merch_num_state_zip_total_1_by_7
2573,Merch_num_state_zip_vdratio_1_by_7
2574,Merch_num_state_zip_count_1_by_14
2575,Merch_num_state_zip_total_1_by_14
2576,Merch_num_state_zip_vdratio_1_by_14
2577,Merch_num_state_zip_count_1_by_30
2578,Merch_num_state_zip_total_1_by_30
2579,Merch_num_state_zip_vdratio_1_by_30
2580,Merch_des_state_zip_count_0_by_3
2581,Merch_des_state_zip_total_0_by_3
2582,Merch_des_state_zip_vdratio_0_by_3
2583,Merch_des_state_zip_count_0_by_7
2584,Merch_des_state_zip_total_0_by_7
2585,Merch_des_state_zip_vdratio_0_by_7
2586,Merch_des_state_zip_count_0_by_14
2587,Merch_des_state_zip_total_0_by_14
2588,Merch_des_state_zip_vdratio_0_by_14
2589,Merch_des_state_zip_count_0_by_30
2590,Merch_des_state_zip_total_0_by_30
2591,Merch_des_state_zip_vdratio_0_by_30
2592,Merch_des_state_zip_count_1_by_3
2593,Merch_des_state_zip_total_1_by_3
2594,Merch_des_state_zip_vdratio_1_by_3
2595,Merch_des_state_zip_count_1_by_7
2596,Merch_des_state_zip_total_1_by_7
2597,Merch_des_state_zip_vdratio_1_by_7
2598,Merch_des_state_zip_count_1_by_14
2599,Merch_des_state_zip_total_1_by_14
2600,Merch_des_state_zip_vdratio_1_by_14
2601,Merch_des_state_zip_count_1_by_30
2602,Merch_des_state_zip_total_1_by_30
2603,Merch_des_state_zip_vdratio_1_by_30
2604,Merch_all_info_count_0_by_3
2605,Merch_all_info_total_0_by_3
2606,Merch_all_info_vdratio_0_by_3
2607,Merch_all_info_count_0_by_7
2608,Merch_all_info_total_0_by_7
2609,Merch_all_info_vdratio_0_by_7
2610,Merch_all_info_count_0_by_14
2611,Merch_all_info_total_0_by_14
2612,Merch_all_info_vdratio_0_by_14
2613,Merch_all_info_count_0_by_30
2614,Merch_all_info_total_0_by_30
2615,Merch_all_info_vdratio_0_by_30
2616,Merch_all_info_count_1_by_3
2617,Merch_all_info_total_1_by_3
2618,Merch_all_info_vdratio_1_by_3
2619,Merch_all_info_count_1_by_7
2620,Merch_all_info_total_1_by_7
2621,Merch_all_info_vdratio_1_by_7
2622,Merch_all_info_count_1_by_14
2623,Merch_all_info_total_1_by_14
2624,Merch_all_info_vdratio_1_by_14
2625,Merch_all_info_count_1_by_30
2626,Merch_all_info_total_1_by_30
2627,Merch_all_info_vdratio_1_by_30
2628,card_Merchnum_count_0_by_3
2629,card_Merchnum_total_0_by_3
2630,card_Merchnum_vdratio_0_by_3
2631,card_Merchnum_count_0_by_7
2632,card_Merchnum_total_0_by_7
2633,card_Merchnum_vdratio_0_by_7
2634,card_Merchnum_count_0_by_14
2635,card_Merchnum_total_0_by_14
2636,card_Merchnum_vdratio_0_by_14
2637,card_Merchnum_count_0_by_30
2638,card_Merchnum_total_0_by_30
2639,card_Merchnum_vdratio_0_by_30
2640,card_Merchnum_count_1_by_3
2641,card_Merchnum_total_1_by_3
2642,card_Merchnum_vdratio_1_by_3
2643,card_Merchnum_count_1_by_7
2644,card_Merchnum_total_1_by_7
2645,card_Merchnum_vdratio_1_by_7
2646,card_Merchnum_count_1_by_14
2647,card_Merchnum_total_1_by_14
2648,card_Merchnum_vdratio_1_by_14
2649,card_Merchnum_count_1_by_30
2650,card_Merchnum_total_1_by_30
2651,card_Merchnum_vdratio_1_by_30
2652,card_Merch_description_count_0_by_3
2653,card_Merch_description_total_0_by_3
2654,card_Merch_description_vdratio_0_by_3
2655,card_Merch_description_count_0_by_7
2656,card_Merch_description_total_0_by_7
2657,card_Merch_description_vdratio_0_by_7
2658,card_Merch_description_count_0_by_14
2659,card_Merch_description_total_0_by_14
2660,card_Merch_description_vdratio_0_by_14
2661,card_Merch_description_count_0_by_30
2662,card_Merch_description_total_0_by_30
2663,card_Merch_description_vdratio_0_by_30
2664,card_Merch_description_count_1_by_3
2665,card_Merch_description_total_1_by_3
2666,card_Merch_description_vdratio_1_by_3
2667,card_Merch_description_count_1_by_7
2668,card_Merch_description_total_1_by_7
2669,card_Merch_description_vdratio_1_by_7
2670,card_Merch_description_count_1_by_14
2671,card_Merch_description_total_1_by_14
2672,card_Merch_description_vdratio_1_by_14
2673,card_Merch_description_count_1_by_30
2674,card_Merch_description_total_1_by_30
2675,card_Merch_description_vdratio_1_by_30
2676,card_Merch_state_count_0_by_3
2677,card_Merch_state_total_0_by_3
2678,card_Merch_state_vdratio_0_by_3
2679,card_Merch_state_count_0_by_7
2680,card_Merch_state_total_0_by_7
2681,card_Merch_state_vdratio_0_by_7
2682,card_Merch_state_count_0_by_14
2683,card_Merch_state_total_0_by_14
2684,card_Merch_state_vdratio_0_by_14
2685,card_Merch_state_count_0_by_30
2686,card_Merch_state_total_0_by_30
2687,card_Merch_state_vdratio_0_by_30
2688,card_Merch_state_count_1_by_3
2689,card_Merch_state_total_1_by_3
2690,card_Merch_state_vdratio_1_by_3
2691,card_Merch_state_count_1_by_7
2692,card_Merch_state_total_1_by_7
2693,card_Merch_state_vdratio_1_by_7
2694,card_Merch_state_count_1_by_14
2695,card_Merch_state_total_1_by_14
2696,card_Merch_state_vdratio_1_by_14
2697,card_Merch_state_count_1_by_30
2698,card_Merch_state_total_1_by_30
2699,card_Merch_state_vdratio_1_by_30
2700,card_Merch_zip_count_0_by_3
2701,card_Merch_zip_total_0_by_3
2702,card_Merch_zip_vdratio_0_by_3
2703,card_Merch_zip_count_0_by_7
2704,card_Merch_zip_total_0_by_7
2705,card_Merch_zip_vdratio_0_by_7
2706,card_Merch_zip_count_0_by_14
2707,card_Merch_zip_total_0_by_14
2708,card_Merch_zip_vdratio_0_by_14
2709,card_Merch_zip_count_0_by_30
2710,card_Merch_zip_total_0_by_30
2711,card_Merch_zip_vdratio_0_by_30
2712,card_Merch_zip_count_1_by_3
2713,card_Merch_zip_total_1_by_3
2714,card_Merch_zip_vdratio_1_by_3
2715,card_Merch_zip_count_1_by_7
2716,card_Merch_zip_total_1_by_7
2717,card_Merch_zip_vdratio_1_by_7
2718,card_Merch_zip_count_1_by_14
2719,card_Merch_zip_total_1_by_14
2720,card_Merch_zip_vdratio_1_by_14
2721,card_Merch_zip_count_1_by_30
2722,card_Merch_zip_total_1_by_30
2723,card_Merch_zip_vdratio_1_by_30
2724,card_Merch_num_des_count_0_by_3
2725,card_Merch_num_des_total_0_by_3
2726,card_Merch_num_des_vdratio_0_by_3
2727,card_Merch_num_des_count_0_by_7
2728,card_Merch_num_des_total_0_by_7
2729,card_Merch_num_des_vdratio_0_by_7
2730,card_Merch_num_des_count_0_by_14
2731,card_Merch_num_des_total_0_by_14
2732,card_Merch_num_des_vdratio_0_by_14
2733,card_Merch_num_des_count_0_by_30
2734,card_Merch_num_des_total_0_by_30
2735,card_Merch_num_des_vdratio_0_by_30
2736,card_Merch_num_des_count_1_by_3
2737,card_Merch_num_des_total_1_by_3
2738,card_Merch_num_des_vdratio_1_by_3
2739,card_Merch_num_des_count_1_by_7
2740,card_Merch_num_des_total_1_by_7
2741,card_Merch_num_des_vdratio_1_by_7
2742,card_Merch_num_des_count_1_by_14
2743,card_Merch_num_des_total_1_by_14
2744,card_Merch_num_des_vdratio_1_by_14
2745,card_Merch_num_des_count_1_by_30
2746,card_Merch_num_des_total_1_by_30
2747,card_Merch_num_des_vdratio_1_by_30
2748,card_Merch_num_state_count_0_by_3
2749,card_Merch_num_state_total_0_by_3
2750,card_Merch_num_state_vdratio_0_by_3
2751,card_Merch_num_state_count_0_by_7
2752,card_Merch_num_state_total_0_by_7
2753,card_Merch_num_state_vdratio_0_by_7
2754,card_Merch_num_state_count_0_by_14
2755,card_Merch_num_state_total_0_by_14
2756,card_Merch_num_state_vdratio_0_by_14
2757,card_Merch_num_state_count_0_by_30
2758,card_Merch_num_state_total_0_by_30
2759,card_Merch_num_state_vdratio_0_by_30
2760,card_Merch_num_state_count_1_by_3
2761,card_Merch_num_state_total_1_by_3
2762,card_Merch_num_state_vdratio_1_by_3
2763,card_Merch_num_state_count_1_by_7
2764,card_Merch_num_state_total_1_by_7
2765,card_Merch_num_state_vdratio_1_by_7
